ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,latitude,longitude
VO55,medium_airport,Murod Kond Airport,2136.0,AS,IN,IN-MM,Latur,VALT,LTU,,18.411501,76.464699
VO94,medium_airport,Campbell Bay Airport / INS Baaz,16.0,AS,IN,IN-AN,Campbell Bay,VOBX,,,7.01304,93.922798
VOAT,medium_airport,Agatti Airport,14.0,AS,IN,IN-LD,Agatti,VOAT,AGX,,10.8237,72.176003
VOBG,medium_airport,HAL Airport,2912.0,AS,IN,IN-KA,Bangalore,VOBG,,,12.95,77.668198
VOBI,medium_airport,Bellary Airport,30.0,AS,IN,IN-KA,Bellary,VOBI,BEP,,15.162799835205078,76.88279724121094
VOBL,large_airport,Kempegowda International Airport,3000.0,AS,IN,IN-KA,Bangalore,VOBL,BLR,,13.1979,77.706299
VOBR,medium_airport,Bidar Airport / Bidar Air Force Station,2178.0,AS,IN,IN-KA,Bidar,VOBR,IXX,,17.9081,77.487099
VOBZ,medium_airport,Vijayawada Airport,82.0,AS,IN,IN-AP,Gannavaram,VOBZ,VGA,,16.530399,80.796799
VOCB,medium_airport,Coimbatore International Airport,1324.0,AS,IN,IN-TN,Coimbatore,VOCB,CJB,,11.029999733,77.0434036255
VOCI,large_airport,Cochin International Airport,30.0,AS,IN,IN-KL,Kochi,VOCI,COK,,10.152,76.401901
VOCL,medium_airport,Calicut International Airport,342.0,AS,IN,IN-KL,Calicut,VOCL,CCJ,,11.1368,75.955299
VOCP,medium_airport,Kadapa Airport,430.0,AS,IN,IN-AP,Kadapa,VOCP,CDP,,14.513154,78.769183
VOCX,medium_airport,Car Nicobar Air Force Base,5.0,AS,IN,IN-AN,IAF Camp,VOCX,CBD,,9.153056,92.819273
VODG,medium_airport,Dundigul Air Force Academy,2013.0,AS,IN,IN-TG,Hyderabad,VODG,,,17.627199173,78.4033966064
VOHS,large_airport,Rajiv Gandhi International Airport,2024.0,AS,IN,IN-TG,Hyderabad,VOHS,HYD,,17.231318,78.429855
VOHY,medium_airport,Begumpet Airport,1742.0,AS,IN,IN-TG,Hyderabad,VOHY,BPM,,17.4531,78.467598
VOKN,medium_airport,Kannur International Airport,330.0,AS,IN,IN-KL,Kannur,VOKN,CNN,,11.918614,75.547211
VOKU,medium_airport,Kurnool Airport,920.0,AS,IN,IN-AP,Orvakal,VOKU,KJB,KJB,15.716288,78.16923
VOMD,medium_airport,Madurai Airport,459.0,AS,IN,IN-TN,Madurai,VOMD,IXM,,9.83450984955,78.09339904790001
VOML,medium_airport,Mangalore International Airport,337.0,AS,IN,IN-KA,Mangalore,VOML,IXE,,12.9612998962,74.8900985718
VOMM,large_airport,Chennai International Airport,52.0,AS,IN,IN-TN,Chennai,VOMM,MAA,,12.990005,80.169296
VOPB,medium_airport,Veer Savarkar International Airport / INS Utkrosh,13.0,AS,IN,IN-AN,Port Blair,VOPB,IXZ,,11.641208,92.729643
VOPC,medium_airport,Pondicherry Airport,134.0,AS,IN,IN-PY,Puducherry (Pondicherry),VOPC,PNY,,11.968,79.812
VOPN,medium_airport,Sri Sathya Sai Airport,1558.0,AS,IN,IN-AP,Puttaparthi,VOPN,PUT,,14.1492996216,77.7910995483
VORY,medium_airport,Rajahmundry Airport,151.0,AS,IN,IN-AP,Madhurapudi,VORY,RJA,,17.105799,81.813204
VOSM,medium_airport,Salem Airport,1008.0,AS,IN,IN-TN,Salem,VOSM,SXV,,11.78330039978,78.06559753418
VOSR,medium_airport,Sindhudurg Airport,202.0,AS,IN,IN-MM,Sindhudurg,VOSR,SDW,VOSR,16,73.533333
VOTR,medium_airport,Tiruchirappalli International Airport,288.0,AS,IN,IN-TN,Tiruchirappalli,VOTR,TRZ,,10.766223,78.71774
VOTV,large_airport,Thiruvananthapuram International Airport,15.0,AS,IN,IN-KL,Thiruvananthapuram,VOTV,TRV,,8.48212,76.920097
VQGP,medium_airport,Gelephu Airport,980.0,AS,BT,BT-31,Gelephu,VQGP,GLU,,26.88456,90.46412
VQPR,medium_airport,Paro International Airport,7364.0,AS,BT,BT-11,Paro,VQPR,PBH,,27.4032,89.424599
VRDA,medium_airport,Maafaru International Airport,6.0,AS,MV,MV-25,Noonu Atoll,VRDA,NMF,,5.818394,73.469181
VRMG,medium_airport,Gan International Airport,6.0,AS,MV,MV-01,Gan,VRMG,GAN,MV,-0.693342,73.155602
VRMH,medium_airport,Hanimaadhoo Airport,4.0,AS,MV,MV-23,Haa Dhaalu Atoll,VRMH,HAQ,,6.744229793548584,73.17050170898438
VRMK,medium_airport,Kadhdhoo Airport,4.0,AS,MV,MV-05,Kadhdhoo,VRMK,KDO,,1.8591699600219727,73.52189636230469
VRMM,large_airport,Malé International Airport,6.0,AS,MV,MV-MLE,Malé,VRMM,MLE,,4.191830158233643,73.52909851074219
VRMT,medium_airport,Kaadedhdhoo Airport,2.0,AS,MV,MV-28,Huvadhu Atoll,VRMT,KDM,,0.488131,72.996902
VRMV,medium_airport,Villa Airport,6.0,AS,MV,MV-00,Maamigili,VRMV,VAM,,3.470556,72.835833
VTBD,large_airport,Don Mueang International Airport,9.0,AS,TH,TH-10,Bangkok,VTBD,DMK,,13.9125995636,100.607002258
VTBK,medium_airport,Kamphaeng Saen Airport,30.0,AS,TH,TH-72,Nakhon Pathom,VTBK,KDT,,14.1020002365,99.9171981812
VTBL,medium_airport,Khok Kathiam Airport,123.0,AS,TH,TH-16,,VTBL,,,14.8746004105,100.663002014
VTBO,medium_airport,Trat Airport,105.0,AS,TH,TH-23,Laem Ngop,VTBO,TDX,,12.2746,102.319
VTBS,large_airport,Suvarnabhumi Airport,5.0,AS,TH,TH-10,Bangkok,VTBS,BKK,,13.681099891662598,100.74700164794922
VTBU,medium_airport,U-Tapao International Airport,42.0,AS,TH,TH-21,Rayong,VTBU,UTP,,12.679900169372559,101.00499725341797
VTCC,large_airport,Chiang Mai International Airport,1036.0,AS,TH,TH-50,Chiang Mai,VTCC,CNX,,18.766799926799997,98.962600708
VTCH,medium_airport,Mae Hong Son Airport,929.0,AS,TH,TH-58,,VTCH,HGN,,19.301300048828125,97.97579956054688
VTCL,medium_airport,Lampang Airport,811.0,AS,TH,TH-52,,VTCL,LPT,,18.27090072631836,99.50420379638672
VTCN,medium_airport,Nan Airport,685.0,AS,TH,TH-55,,VTCN,NNT,,18.807899475097656,100.78299713134766
VTCP,medium_airport,Phrae Airport,538.0,AS,TH,TH-54,,VTCP,PRH,,18.132200241088867,100.16500091552734
VTCT,medium_airport,Mae Fah Luang - Chiang Rai International Airport,1280.0,AS,TH,TH-57,Chiang Rai,VTCT,CEI,,19.952299,99.882896
VTPB,medium_airport,Phetchabun Airport,450.0,AS,TH,TH-67,,VTPB,PHY,,16.6760005951,101.194999695
VTPH,medium_airport,Hua Hin Airport,62.0,AS,TH,TH-76,Hua Hin,VTPH,HHQ,,12.6361999512,99.951499939
VTPI,medium_airport,Takhli Airport,107.0,AS,TH,TH-60,,VTPI,TKH,,15.277299881,100.29599762
VTPM,medium_airport,Mae Sot Airport,690.0,AS,TH,TH-63,,VTPM,MAQ,,16.699899673461914,98.54509735107422
VTPO,medium_airport,Sukhothai Airport,179.0,AS,TH,TH-64,,VTPO,THS,,17.238000869750977,99.81819915771484
VTPP,medium_airport,Phitsanulok Airport,154.0,AS,TH,TH-65,Phitsanulok,VTPP,PHS,,16.7829,100.278999
VTPT,medium_airport,Tak Airport,478.0,AS,TH,TH-63,,VTPT,TKT,,16.895999908447266,99.25330352783203
VTSB,medium_airport,Surat Thani Airport,20.0,AS,TH,TH-84,Surat Thani,VTSB,URT,,9.13259983063,99.135597229
VTSC,medium_airport,Narathiwat Airport,16.0,AS,TH,TH-96,,VTSC,NAW,,6.5199198722839355,101.74299621582031
VTSE,medium_airport,Chumphon Airport,18.0,AS,TH,TH-86,Chumphon,VTSE,CJM,,10.7112,99.361702
VTSF,medium_airport,Nakhon Si Thammarat Airport,13.0,AS,TH,TH-80,Nakhon Si Thammarat,VTSF,NST,,8.539620399475098,99.9447021484375
VTSG,medium_airport,Krabi Airport,82.0,AS,TH,TH-81,Krabi,VTSG,KBV,,8.09912014008,98.9861984253
VTSH,medium_airport,Songkhla Airport,12.0,AS,TH,TH-90,,VTSH,SGZ,,7.186560153961182,100.60800170898438
VTSK,medium_airport,Pattani Airport,8.0,AS,TH,TH-94,,VTSK,PAN,,6.785459995269775,101.15399932861328
VTSM,medium_airport,Samui Airport,64.0,AS,TH,TH-84,Na Thon (Ko Samui Island),VTSM,USM,,9.54779,100.061996
VTSN,medium_airport,Cha Eian Airport,44.0,AS,TH,TH-80,Nakhon Si Thammarat,VTSN,,,8.47115039825,99.9555969238
VTSP,large_airport,Phuket International Airport,82.0,AS,TH,TH-83,Phuket,VTSP,HKT,,8.1132,98.316902
VTSR,medium_airport,Ranong Airport,57.0,AS,TH,TH-85,Ranong,VTSR,UNN,,9.77762,98.585503
VTSS,medium_airport,Hat Yai International Airport,90.0,AS,TH,TH-90,Hat Yai,VTSS,HDY,,6.93320989609,100.392997742
VTST,medium_airport,Trang Airport,67.0,AS,TH,TH-92,Trang,VTST,TST,,7.50874,99.6166
VTUD,medium_airport,Udon Thani Airport,579.0,AS,TH,TH-41,Udon Thani,VTUD,UTH,,17.386400222800003,102.788002014
VTUI,medium_airport,Sakon Nakhon Airport,529.0,AS,TH,TH-47,,VTUI,SNO,,17.195100784301758,104.11900329589844
VTUJ,medium_airport,Surin Airport,478.0,AS,TH,TH-32,Surin,VTUJ,PXR,,14.868300437927,103.49800109863
VTUK,medium_airport,Khon Kaen Airport,670.0,AS,TH,TH-40,Khon Kaen,VTUK,KKC,,16.466600418099997,102.783996582
VTUL,medium_airport,Loei Airport,860.0,AS,TH,TH-42,,VTUL,LOE,,17.43910026550293,101.72200012207031
VTUO,medium_airport,Buri Ram Airport,590.0,AS,TH,TH-31,Buriram,VTUO,BFV,,15.2295,103.252998
VTUQ,medium_airport,Nakhon Ratchasima Airport,765.0,AS,TH,TH-30,Chaloem Phra Kiat,VTUQ,NAK,,14.9495,102.313004
VTUU,medium_airport,Ubon Ratchathani Airport,406.0,AS,TH,TH-34,Ubon Ratchathani,VTUU,UBP,,15.2512998581,104.870002747
VTUV,medium_airport,Roi Et Airport,451.0,AS,TH,TH-45,Roi Et,VTUV,ROI,,16.1168,103.774002
VTUW,medium_airport,Nakhon Phanom Airport,587.0,AS,TH,TH-48,Nakhon Phanom,VTUW,KOP,,17.383801,104.642998
VVBM,medium_airport,Buon Ma Thuot Airport,1729.0,AS,VN,VN-CH,Buon Ma Thuot,VVBM,BMV,,12.668299675,108.120002747
VVCI,medium_airport,Cat Bi International Airport,6.0,AS,VN,VN-RRD,Haiphong (Hai An),VVCI,HPH,,20.81686,106.722994
VVCM,medium_airport,Cà Mau Airport,6.0,AS,VN,VN-SW,Ca Mau City,VVCM,CAH,,9.177667,105.177778
VVCR,medium_airport,Cam Ranh International Airport / Cam Ranh Air Base,40.0,AS,VN,VN-SCC,Cam Ranh,VVCR,CXR,,11.9982,109.219002
VVCS,medium_airport,Con Dao Airport,20.0,AS,VN,VN-SE,Con Dao,VVCS,VCS,,8.73183,106.633003
VVCT,medium_airport,Can Tho International Airport,9.0,AS,VN,VN-SW,Can Tho,VVCT,VCA,,10.0851,105.711998
VVDB,medium_airport,Dien Bien Phu Airport,1611.0,AS,VN,VN-NW,Dien Bien Phu,VVDB,DIN,,21.3974990845,103.008003235
VVDL,medium_airport,Lien Khuong Airport,3156.0,AS,VN,VN-CH,Da Lat,VVDL,DLI,,11.75,108.366997
VVDN,medium_airport,Da Nang International Airport,33.0,AS,VN,VN-SCC,Da Nang,VVDN,DAD,,16.0439,108.198997
VVGL,medium_airport,Gia Lam Air Base,50.0,AS,VN,VN-RRD,Hanoi  (Long Bien),VVGL,,,21.040501,105.886002
VVNB,large_airport,Noi Bai International Airport,39.0,AS,VN,VN-RRD,Hanoi (Soc Son),VVNB,HAN,,21.221201,105.806999
VVPB,medium_airport,Phu Bai International Airport,48.0,AS,VN,VN-NC,Huế,VVPB,HUI,,16.400628,107.703094
VVPC,medium_airport,Phu Cat Airport,80.0,AS,VN,VN-SCC,Quy Nohn,VVPC,UIH,,13.955,109.042
VVPK,medium_airport,Pleiku Airport,2434.0,AS,VN,VN-CH,Pleiku,VVPK,PXU,,14.004500389099121,108.01699829101562
VVPQ,medium_airport,Phu Quoc International Airport,37.0,AS,VN,VN-SW,Phu Quoc Island,VVPQ,PQC,,10.1698,103.9931
VVRG,medium_airport,Rach Gia Airport,7.0,AS,VN,VN-SW,Rach Gia,VVRG,VKG,,9.95802997234,105.132379532
VVTH,medium_airport,Dong Tac Airport,20.0,AS,VN,VN-SCC,Tuy Hoa,VVTH,TBB,,13.0496,109.334
VVTS,large_airport,Tan Son Nhat International Airport,33.0,AS,VN,VN-SE,Ho Chi Minh City,VVTS,SGN,,10.8188,106.652
VVVD,medium_airport,Van Don International Airport,24.0,AS,VN,VN-NE,Van Don,VVVD,VDO,,21.120693,107.41539
VVVH,medium_airport,Vinh Airport,23.0,AS,VN,VN-NC,Vinh,VVVH,VII,,18.7376003265,105.67099762
VYDW,medium_airport,Dawei Airport,84.0,AS,MM,MM-05,Dawei,VYDW,TVY,,14.103899955749512,98.20359802246094
VYEL,medium_airport,Nay Pyi Taw International Airport,302.0,AS,MM,MM-04,Pyinmana,VYNT,NYT,,19.623501,96.200996
VYKG,medium_airport,Kengtung Airport,2798.0,AS,MM,MM-17,Kengtung,VYKG,KET,,21.301599502563477,99.63600158691406
VYKP,medium_airport,Kyaukpyu Airport,20.0,AS,MM,MM-16,Kyaukpyu,VYKP,KYP,,19.42639923095703,93.53479766845703
VYKT,medium_airport,Kawthoung Airport,180.0,AS,MM,MM-05,Kawthoung,VYKT,KAW,,10.049300193786621,98.53800201416016
VYLK,medium_airport,Loikaw Airport,2940.0,AS,MM,MM-12,Loikaw,VYLK,LIW,,19.691499710083008,97.21479797363281
VYLS,medium_airport,Lashio Airport,2450.0,AS,MM,MM-17,Lashio,VYLS,LSH,,22.9778995513916,97.752197265625
VYMD,large_airport,Mandalay International Airport,300.0,AS,MM,MM-04,Mandalay,VYMD,MDL,,21.702199935913086,95.97789764404297
VYME,medium_airport,Myeik Airport,75.0,AS,MM,MM-05,Mkeik,VYME,MGZ,,12.439800262451172,98.62149810791016
VYMK,medium_airport,Myitkyina Airport,475.0,AS,MM,MM-11,Myitkyina,VYMK,MYT,,25.38360023498535,97.35189819335938
VYML,medium_airport,Meiktila Air Base,699.0,AS,MM,MM-04,Meiktila,VYML,,,20.88640022277832,95.89279174804688
VYMO,medium_airport,Momeik Airport,600.0,AS,MM,MM-17,,VYMO,MOE,,23.092500686645508,96.64530181884766
VYMS,medium_airport,Mong Hsat Airport,1875.0,AS,MM,MM-17,Mong Hsat,VYMS,MOG,,20.516799926757812,99.25679779052734
VYNP,medium_airport,Nampong Air Base,459.0,AS,MM,MM-11,Myitkyina,VYNP,,,25.354400634799998,97.2951965332
VYNS,medium_airport,Namsang Airport,3100.0,AS,MM,MM-17,Namsang,VYNS,NMS,,20.890499114990234,97.73590087890625
VYPT,medium_airport,Putao Airport,1500.0,AS,MM,MM-11,Putao,VYPT,PBU,,27.32990074157715,97.42630004882812
VYST,medium_airport,Shante Air Base,630.0,AS,MM,MM-04,Meiktila,VYST,,,20.941699981689453,95.91449737548828
VYSW,medium_airport,Sittwe Airport,27.0,AS,MM,MM-16,Sittwe,VYSW,AKY,,20.133165,92.870693
VYTD,medium_airport,Thandwe Airport,20.0,AS,MM,MM-16,Thandwe,VYTD,SNW,,18.4606990814209,94.30010223388672
VYTL,medium_airport,Tachileik Airport,1280.0,AS,MM,MM-17,Tachileik,VYTL,THL,,20.483800888061523,99.9354019165039
VYYY,large_airport,Yangon International Airport,109.0,AS,MM,MM-06,Yangon,VYYY,RGN,,16.907300949099998,96.1332015991
WAAA,large_airport,Hasanuddin International Airport,47.0,AS,ID,ID-SN,Ujung Pandang,WAAA,UPG,,-5.06163,119.554001
WABB,medium_airport,Frans Kaisiepo Airport,46.0,AS,ID,ID-PA,Biak,WABB,BIK,,-1.19002,136.108002
WABI,medium_airport,Nabire Airport,20.0,AS,ID,ID-PT,Nabire,WABI,NBX,,-3.368586,135.496702
WABP,medium_airport,Mozes Kilangin Airport,103.0,AS,ID,ID-PT,Timika,WAYY,TIM,WAYY,-4.52978,136.887388
WADD,large_airport,Ngurah Rai (Bali) International Airport,14.0,AS,ID,ID-BA,Denpasar,WADD,DPS,,-8.74817,115.167
WADL,medium_airport,Lombok International Airport,319.0,AS,ID,ID-NB,Mataram,WADL,LOP,,-8.757792,116.275435
WAEW,medium_airport,Pitu Airport,49.0,AS,ID,ID-MU,Gotalalamo-Morotai Island,WAEW,OTI,,2.04599,128.324997
WAFB,medium_airport,Toraja Airport,2884.0,AS,ID,ID-SS,Toraja,WAFB,TRT,,-3.185833,119.91775
WAFF,medium_airport,Mutiara - SIS Al-Jufrie Airport,284.0,AS,ID,ID-ST,Palu,WAFF,PLW,,-0.916462,119.908647
WAFP,medium_airport,Kasiguncu Airport,174.0,AS,ID,ID-ST,Poso-Celebes Island,WAFP,PSJ,,-1.41675,120.657997
WAFW,medium_airport,Syukuran Aminuddin Amir Airport,56.0,AS,ID,ID-ST,Luwok,WAFW,LUW,,-1.035893,122.773934
WAGG,medium_airport,Tjilik Riwut Airport,82.0,AS,ID,ID-KT,Palangkaraya,WAGG,PKY,,-2.22513,113.943001
WAHI,medium_airport,Yogyakarta International Airport,24.0,AS,ID,ID-YO,Yogyakarta,WAHI,YIA,,-7.905338,110.057264
WAHL,medium_airport,Tunggul Wulung Airport,69.0,AS,ID,ID-JT,Cilacap,WAHL,CXP,,-7.64506,109.033997
WAJJ,large_airport,Dortheys Hiyo Eluay International Airport,289.0,AS,ID,ID-PA,Sentani,WAJJ,DJJ,,-2.579627,140.519857
WAJO,medium_airport,Oksibil Airport,4315.0,AS,ID,ID-PP,Oksibil,WAJO,OKL,,-4.9071,140.6277
WAKK,medium_airport,Mopah International Airport,10.0,AS,ID,ID-PS,Merauke,WAKK,MKQ,,-8.523898,140.419693
WAKT,medium_airport,Tanah Merah Airport,57.0,AS,ID,ID-PS,Tanah Merah,WAKT,TMH,,-6.09669,140.303521
WALK,medium_airport,Kalimarau Airport,59.0,AS,ID,ID-KI,Tanjung Redeb - Borneo Island,WAQT,BEJ,,2.1555,117.431999
WALL,large_airport,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,12.0,AS,ID,ID-KI,Balikpapan,WALL,BPN,,-1.268342,116.89452
WALR,medium_airport,Juwata International Airport / Suharnoko Harbani AFB,23.0,AS,ID,ID-KU,Tarakan,WAQQ,TRK,TRK,3.325145,117.564169
WALS,medium_airport,Aji Pangeran Tumenggung Pranoto International Airport,82.0,AS,ID,ID-KI,Samarinda,WALS,AAP,,-0.374478,117.250128
WAMH,medium_airport,Naha Airport,16.0,AS,ID,ID-SA,Tahuna-Sangihe Island,WAMH,NAH,,3.6832098960876465,125.52799987792969
WAMM,medium_airport,Sam Ratulangi Airport,264.0,AS,ID,ID-SA,Manado,WAMM,MDC,,1.54926,124.926003
WAMT,medium_airport,Sultan Babullah Airport,49.0,AS,ID,ID-MU,Sango,WAEE,TTE,,0.831012,127.381611
WAON,medium_airport,Warukin Airport,197.0,AS,ID,ID-KS,Tanta-Tabalong,WAON,TJG,,-2.21656,115.435997
WAOO,medium_airport,Syamsudin Noor International Airport,66.0,AS,ID,ID-KS,Landasan Ulin,WAOO,BDJ,,-3.44236,114.763
WAPF,medium_airport,Karel Sadsuitubun Airport,78.0,AS,ID,ID-MA,Langgur,WAPF,LUV,,-5.760278,132.759444
WAPP,medium_airport,Pattimura International Airport,33.0,AS,ID,ID-MA,Ambon,WAPP,AMQ,,-3.71026,128.089005
WARA,medium_airport,Abdul Rachman Saleh Airport,1726.0,AS,ID,ID-JI,Malang,WARA,MLG,,-7.929099,112.714233
WARJ,medium_airport,Adisutjipto International Airport,379.0,AS,ID,ID-YO,Yogyakarta,WAHH,JOG,,-7.78818,110.431999
WARQ,medium_airport,Adisumarmo International Airport,421.0,AS,ID,ID-JT,Surakarta,WAHQ,SOC,,-7.516044,110.757492
WARR,large_airport,Juanda International Airport,9.0,AS,ID,ID-JI,Surabaya,WARR,SUB,,-7.37983,112.787003
WARS,medium_airport,Achmad Yani Airport,10.0,AS,ID,ID-JT,Semarang,WAHS,SRG,,-6.970732,110.373244
WASF,medium_airport,Fakfak Airport,462.0,AS,ID,ID-PB,Fakfak,WASF,FKQ,,-2.920508,132.267011
WASK,medium_airport,Kaimana Airport,19.0,AS,ID,ID-PB,Kaimana,WASK,KNG,,-3.6446,133.695116
WASO,medium_airport,Babo Airport,10.0,AS,ID,ID-PB,Babo,WASO,BXB,,-2.53224,133.438995
WASR,medium_airport,Rendani Airport,23.0,AS,ID,ID-PB,Manokwari,WAUU,MKW,,-0.891833,134.048996
WAVV,medium_airport,Wamena Airport,5435.0,AS,ID,ID-PP,Wamena,WAVV,WMX,,-4.097324,138.952417
WAWD,medium_airport,Matahora Airport,88.0,AS,ID,ID-SG,Wangi-wangi Island,WAWD,WNI,,-5.293996,123.634
WAXX,medium_airport,Domine Eduard Osok Airport,10.0,AS,ID,ID-PB,Sorong,WASS,SOQ,,-0.894,131.287
WBGB,medium_airport,Bintulu Airport,74.0,AS,MY,MY-13,Bintulu,WBGB,BTU,,3.12385010719,113.019996643
WBGG,medium_airport,Kuching International Airport,89.0,AS,MY,MY-13,Kuching,WBGG,KCH,,1.487364,110.352859
WBGJ,medium_airport,Limbang Airport,14.0,AS,MY,MY-13,Limbang,WBGJ,LMN,,4.808300018310547,115.01000213623047
WBGK,medium_airport,Mukah Airport,20.0,AS,MY,MY-13,Mukah,WBGK,MKM,,2.881944,112.043333
WBGM,medium_airport,Marudi Airport,103.0,AS,MY,MY-13,Marudi,WBGM,MUR,,4.178734,114.330318
WBGR,medium_airport,Miri Airport,59.0,AS,MY,MY-13,Miri,WBGR,MYY,,4.32201,113.987
WBGS,medium_airport,Sibu Airport,122.0,AS,MY,MY-13,Sibu,WBGS,SBW,,2.2616,111.985001
WBGZ,medium_airport,Bario Airport,3350.0,AS,MY,MY-13,Bario,WBGZ,BBN,,3.734648,115.478548
WBKD,medium_airport,Lahad Datu Airport,45.0,AS,MY,MY-12,Lahad Datu,WBKD,LDU,,5.032249927520752,118.3239974975586
WBKK,medium_airport,Kota Kinabalu International Airport,10.0,AS,MY,MY-12,Kota Kinabalu,WBKK,BKI,,5.932743,116.049324
WBKL,medium_airport,Labuan Airport,101.0,AS,MY,MY-15,Labuan,WBKL,LBU,,5.300680160522461,115.25
WBKS,medium_airport,Sandakan Airport,46.0,AS,MY,MY-12,Sandakan,WBKS,SDK,,5.900899887084961,118.05899810791016
WBKW,medium_airport,Tawau Airport,57.0,AS,MY,MY-12,Tawau,WBKW,TWU,,4.320159912109375,118.12799835205078
WBMU,medium_airport,Mulu Airport,80.0,AS,MY,MY-13,Mulu,WBMU,MZV,,4.048329830169678,114.80500030517578
WBSB,large_airport,Brunei International Airport,73.0,AS,BN,BN-BM,Bandar Seri Begawan,WBSB,BWN,,4.9442,114.928001
WIBB,medium_airport,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,102.0,AS,ID,ID-RI,Pekanbaru,WIBB,PKU,,0.458647,101.444321
WIBD,medium_airport,Pinang Kampai Airport,55.0,AS,ID,ID-RI,Dumai,WIBD,DUM,,1.609114,101.433492
WIBJ,medium_airport,Japura Airport,62.0,AS,ID,ID-RI,Rengat-Sumatra Island,WIBJ,RGT,,-0.352808,102.334999
WICA,medium_airport,Kertajati International Airport,134.0,AS,ID,ID-JB,Kertajati,WICA,KJT,,-6.648924,108.166692
WICC,medium_airport,Husein Sastranegara International Airport,2436.0,AS,ID,ID-JB,Bandung,WICC,BDO,,-6.90063,107.575996
WIDD,medium_airport,Hang Nadim International Airport,126.0,AS,ID,ID-RI,Batam,WIDD,BTH,,1.12103,104.119003
WIHH,medium_airport,Halim Perdanakusuma International Airport,84.0,AS,ID,ID-JK,Jakarta,WIHH,HLP,,-6.266610145568848,106.89099884033203
WIII,large_airport,Soekarno-Hatta International Airport,34.0,AS,ID,ID-BT,Jakarta,WIII,CGK,,-6.1255698204,106.65599823
WILL,medium_airport,Radin Inten II International Airport,282.0,AS,ID,ID-LA,Bandar Lampung,WILL,TKG,,-5.246803,105.182531
WIMB,medium_airport,Binaka Airport,20.0,AS,ID,ID-SU,Gunungsitoli,WIMB,GNS,,1.16628,97.704327
WIME,medium_airport,Aek Godang Airport,922.0,AS,ID,ID-SU,Padang Sidempuan,WIME,AEG,,1.4001,99.430496
WIMG,medium_airport,Tabing Airport,9.0,AS,ID,ID-SB,Padang,WIMG,,,-0.874989,100.351997
WIMK,medium_airport,Soewondo Air Force Base,114.0,AS,ID,ID-SU,Medan,WIMK,MES,,3.558425,98.672275
WIMM,large_airport,Kualanamu International Airport,23.0,AS,ID,ID-SU,Medan,WIMM,KNO,,3.637847,98.870566
WIMS,medium_airport,Dr. Ferdinand Lumban Tobing Airport,33.0,AS,ID,ID-SU,Sibolga (Pinangsori),WIMS,FLZ,,1.557127,98.887145
WIMU,medium_airport,Alas Leuser Airport,419.0,AS,ID,ID-AC,Kutacane,WIMU,LSR,,3.391456,97.863726
WIOG,medium_airport,Nanga Pinoh Airport,123.0,AS,ID,ID-KB,Nanga Pinoh-Borneo Island,WIOG,NPO,,-0.34886899590492,111.74800109863
WIOK,medium_airport,Rahadi Osman Airport,46.0,AS,ID,ID-KB,Ketapang,WIOK,KTG,,-1.816845,109.963331
WION,medium_airport,Ranai-Natuna Airport,7.0,AS,ID,ID-RI,Ranai-Natuna Besar Island,WIDO,NTX,,3.90871,108.388
WIOO,medium_airport,Supadio Airport,10.0,AS,ID,ID-KB,Pontianak,WIOO,PNK,,-0.150711,109.403999
WIOP,medium_airport,Pangsuma Airport,297.0,AS,ID,ID-KB,Putussibau-Borneo Island,WIOP,PSU,,0.8355780243873596,112.93699645996094
WIOS,medium_airport,Sintang Airport,98.0,AS,ID,ID-KB,Sintang,WIOS,SQG,,0.063851,111.473572
WIPL,medium_airport,Fatmawati Soekarno Airport,50.0,AS,ID,ID-BE,Bengkulu,WIGG,BKS,,-3.8637,102.338997
WIPP,medium_airport,Sultan Mahmud Badaruddin II Airport,49.0,AS,ID,ID-SS,Palembang,WIPP,PLM,,-2.897653,104.698147
WIPQ,medium_airport,Pendopo Airport,184.0,AS,ID,ID-SS,Talang Gudang-Sumatra Island,WIPQ,PDO,,-3.2860701084136963,103.87999725341797
WIPT,medium_airport,Minangkabau International Airport,18.0,AS,ID,ID-SB,Padang (Katapiang),WIEE,PDG,,-0.786917,100.280998
WITC,medium_airport,Cut Nyak Dhien Airport,10.0,AS,ID,ID-AC,Kuala Pesisir,WITC,MEQ,,4.040631,96.253538
WITK,medium_airport,Rembele Airport,4648.0,AS,ID,ID-AC,Takengon,WITK,TXE,,4.72113,96.851943
WITL,medium_airport,Lhok Sukon Airport,28.0,AS,ID,ID-AC,Lhok Sukon-Sumatra Island,WITL,LSX,,5.069509983062744,97.25920104980469
WITT,medium_airport,Sultan Iskandar Muda International Airport,65.0,AS,ID,ID-AC,Banda Aceh,WITT,BTJ,,5.522872024010001,95.42063713070002
WMAP,medium_airport,Kluang Airport,150.0,AS,MY,MY-01,Kluang,WMAP,,,2.04138994217,103.306999207
WMBT,medium_airport,Tioman Airport,15.0,AS,MY,MY-06,Tioman Island,WMBT,TOD,,2.81818,104.160004
WMKA,medium_airport,Sultan Abdul Halim Airport,15.0,AS,MY,MY-02,Alor Satar,WMKA,AOR,,6.189670085906982,100.39800262451172
